date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:06:18	4629/4629	---M-Z	200	added ('OK')	text/css	etag:%221215-63fae7c9-8b45186afe91f679;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/perfect-scrollbar.min.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/perfect-scrollbar.minae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:19	4000/4000	---M-Z	200	added ('OK')	text/css	etag:%22fa0-6302f9df-dc4750719d28d64a;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/custom-theme.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/perfect-scrollbar/css/custom-themeae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:19	7426/7426	---M-Z	200	added ('OK')	text/css	etag:%221d02-6302f9df-e0aafecfe37ead65;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/magnific-popup/magnific-popup.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/magnific-popup/magnific-popupae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:19	342/342	---M-Z	200	added ('OK')	text/css	etag:%22156-6302f9df-630df78ee6848d9a;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/feather/feather.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/libs/feather/featherae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:20	22898/22898	---M-Z	200	added ('OK')	text/css	etag:%225972-64251b2f-4ec5f8805ced51b5;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/css/frontend.css?ver=3.3.8	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/woo-smart-quick-view/assets/css/frontendb186.css	(from https://weblearnbd.net/wp/collax/)
13:06:20	4404/4404	---M--	200	added ('OK')	font/woff2	etag:%221134-6302f9de-ae229a1b28c7b07;;;%22	https://weblearnbd.net/wp/collax/wp-content/plugins/ti-woocommerce-wishlist/assets/fonts/tinvwl-webfont.woff2?ver=xu2uyi	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/ti-woocommerce-wishlist/assets/fonts/tinvwl-webfontffc1.woff2	(from https://weblearnbd.net/wp/collax/)
13:06:20	3407/3407	---M-Z	200	added ('OK')	text/css	etag:%22d4f-64251b2e-a956be10faba2acc;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/ti-woocommerce-wishlist/assets/css/webfont.min.css?ver=2.3.6	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/ti-woocommerce-wishlist/assets/css/webfont.min9254.css	(from https://weblearnbd.net/wp/collax/)
13:06:21	32855/32855	---M-Z	200	added ('OK')	text/css	etag:%228057-64251b2d-bd5fbb6b49f849e9;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/ti-woocommerce-wishlist/assets/css/public.min.css?ver=2.3.6	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/ti-woocommerce-wishlist/assets/css/public.min9254.css	(from https://weblearnbd.net/wp/collax/)
13:06:21	4571/4571	---M-Z	200	added ('OK')	text/css	etag:%2211db-63db8e85-c59a55176b06bb5e;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/collax-custom.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/collax-customae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:21	193481/193481	---M-Z	200	added ('OK')	text/css	etag:%222f3c9-630705df-1fc44734f013dc78;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/bootstrap.min.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/bootstrap.minae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:22	13135/13135	---M-Z	200	added ('OK')	text/css	etag:%22334f-630705df-52dd7a975759b837;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/custom-animation.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/custom-animationae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:22	68606/68606	---M-Z	200	added ('OK')	text/css	etag:%2210bfe-630705df-6973e0fcc69f2f03;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/animate.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/animateae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:22	15806/15806	---M-Z	200	added ('OK')	text/css	etag:%223dbe-630705df-1034ae2fdb0591ce;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/swiper-bundle.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/swiper-bundleae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:23	2276/2276	---M-Z	200	added ('OK')	text/css	etag:%228e4-630705df-94cedc0308541496;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/flaticon.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/flaticonae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:23	2711/2711	---M-Z	200	added ('OK')	text/css	etag:%22a97-630705df-be7f04a0484f3ed2;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/meanmenu.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/meanmenuae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:23	174204/174204	---M-Z	200	added ('OK')	text/css	etag:%222a87c-630705df-a4562802f1e99214;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/font-awesome-pro.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/font-awesome-proae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:23	2134/2134	---M-Z	200	added ('OK')	text/css	etag:%22856-630705df-b4886f2ba08cc6f1;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/hover-reveal.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/hover-revealae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:24	10603/10603	---M-Z	200	added ('OK')	text/css	etag:%22296b-630705df-8b4e17948e724dc5;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/spacing.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/spacingae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:24	3357/3357	---M-Z	200	added ('OK')	text/css	etag:%22d1d-6371e4f3-2e6d986413b8d947;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/nice-select.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/nice-selectae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:24	330624/330624	---M-Z	200	added ('OK')	text/css	etag:%2250b80-63fdcd2f-a098a1445efa645e;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/collax-core.css?ver=1680257174	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/collax-core3857.css	(from https://weblearnbd.net/wp/collax/)
13:06:25	26728/26728	---M-Z	200	added ('OK')	text/css	etag:%226868-63a02633-2783e9444f49f8bf;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/collax-unit.css?ver=1680257174	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/collax-unit3857.css	(from https://weblearnbd.net/wp/collax/)
13:06:25	45358/45358	---M-Z	200	added ('OK')	text/css	etag:%22b12e-63db8e85-ffb58f1c80ab90c7;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/woo.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/css/wooae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:25	560/560	---M-Z	200	added ('OK')	text/css	etag:%22230-63fdcd2f-80fde9a5be239996;gz%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/style.css?ver=6.2	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/styleae48.css	(from https://weblearnbd.net/wp/collax/)
13:06:25	19363/19363	---M-Z	200	added ('OK')	text/css	etag:%224ba3-63f0689d-8f60c7a2e979e26c;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://weblearnbd.net/wp/collax/)
13:06:26	103837/103837	---M-Z	200	added ('OK')	text/css	etag:%221959d-6371e52f-fd0a367488bdeaa2;gz%22	https://weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1668408623	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/custom-frontend-lite.min1b8d.css	(from https://weblearnbd.net/wp/collax/)
13:06:26	12876/12876	---M-Z	200	added ('OK')	text/css	etag:%22324c-63f0689d-edfaad74db58a368;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://weblearnbd.net/wp/collax/)
13:06:26	810/810	---M-Z	200	added ('OK')	text/css	etag:%2232a-6371e52f-5654d3d61a271120;gz%22	https://weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/post-291.css?ver=1668408623	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/post-2911b8d.css	(from https://weblearnbd.net/wp/collax/)
13:06:27	9679/9679	---M-Z	200	added ('OK')	text/css	etag:%2225cf-6371e52f-ae93baaed22979d6;gz%22	https://weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/global.css?ver=1668408623	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/global1b8d.css	(from https://weblearnbd.net/wp/collax/)
13:06:27	3085/3085	---M-Z	200	added ('OK')	text/css	etag:%22c0d-6371e52f-269b0d4eb0d5fe6f;gz%22	https://weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/post-9.css?ver=1668408623	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/elementor/css/post-91b8d.css	(from https://weblearnbd.net/wp/collax/)
13:06:28	2276/2276	---M-Z	200	added ('OK')	text/css	etag:%228e4-632e7916-140fe82a2c87fafd;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/tp-core/assets/css/flaticon.css?ver=1.0.0	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/tp-core/assets/css/flaticon8a54.css	(from https://weblearnbd.net/wp/collax/)
13:06:28	465639/465639	---M-Z	200	added ('OK')	text/css	etag:%2271ae7-6302f9de-24d8415870b09b6;gz%22	https://weblearnbd.net/wp/collax/wp-content/plugins/tp-core/assets/css/fontawesome-all.min.css?ver=1.0.0	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/plugins/tp-core/assets/css/fontawesome-all.min8a54.css	(from https://weblearnbd.net/wp/collax/)
13:06:28	89815/89815	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215ed7-64251b3b-3b09c560a789e6e7;gz%22	https://weblearnbd.net/wp/collax/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-includes/js/jquery/jquery.mina767.js	(from https://weblearnbd.net/wp/collax/)
13:06:28	13424/13424	---M-Z	200	added ('OK')	application/x-javascript	etag:%223470-64251b3b-7cf51fcdd99a80e4;gz%22	https://weblearnbd.net/wp/collax/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://weblearnbd.net/wp/collax/)
13:06:30	1060832/1060832	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Mar%202023%2010:06:30%20GMT	https://weblearnbd.net/wp/collax/wp-json/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-json/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:31	90780/90780	---MCZ	200	added ('OK')	application/json	date:Fri,%2031%20Mar%202023%2010:06:31%20GMT	https://weblearnbd.net/wp/collax/wp-json/wp/v2/pages/9	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-json/wp/v2/pages/9.json	(from https://weblearnbd.net/wp/collax/)
13:06:32	858/858	---M-Z	200	added ('OK')	text/xml	date:Fri,%2031%20Mar%202023%2010:06:32%20GMT	https://weblearnbd.net/wp/collax/xmlrpc.php?rsd	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/xmlrpc0db0.php	(from https://weblearnbd.net/wp/collax/)
13:06:32	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-62ee4152-848d112f42c35a16;gz%22	https://weblearnbd.net/wp/collax/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-includes/wlwmanifest.xml	(from https://weblearnbd.net/wp/collax/)
13:06:33	2365/2365	---M-Z	200	added ('OK')	application/json	date:Fri,%2031%20Mar%202023%2010:06:33%20GMT	https://weblearnbd.net/wp/collax/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fweblearnbd.net%2Fwp%2Fcollax%2F	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-json/oembed/1.0/embedef59.json	(from https://weblearnbd.net/wp/collax/)
13:06:35	2429/2429	---M-Z	200	added ('OK')	text/xml	date:Fri,%2031%20Mar%202023%2010:06:35%20GMT	https://weblearnbd.net/wp/collax/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fweblearnbd.net%2Fwp%2Fcollax%2F&format=xml	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-json/oembed/1.0/embede06c	(from https://weblearnbd.net/wp/collax/)
13:06:35	827/827	---M--	200	added ('OK')	image/png	etag:%2233b-63d777e7-7ab7152540e5e1cd;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2022/08/favicon-100x100.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2022/08/favicon-100x100.png	(from https://weblearnbd.net/wp/collax/)
13:06:35	2047/2047	---M--	200	added ('OK')	image/png	etag:%227ff-63073016-1870022121556f66;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2022/08/favicon.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2022/08/favicon.png	(from https://weblearnbd.net/wp/collax/)
13:06:35	7727/7727	---M--	200	added ('OK')	image/png	etag:%221e2f-630705df-a238efb5df92c7f7;;;%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/logo/logo-blue.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/logo/logo-blue.png	(from https://weblearnbd.net/wp/collax/)
13:06:37	69149/69149	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2031%20Mar%202023%2010:06:37%20GMT	https://weblearnbd.net/wp/collax/404	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/404	(from https://weblearnbd.net/wp/collax/)
13:06:38	118032/118032	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:37%20GMT	https://weblearnbd.net/wp/collax/home-2/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-2/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:38	6738/6738	---M--	200	added ('OK')	image/png	etag:%221a52-63071c0b-4728ecba025ef237;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2022/08/logo-white.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2022/08/logo-white.png	(from https://weblearnbd.net/wp/collax/)
13:06:39	132379/132379	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:38%20GMT	https://weblearnbd.net/wp/collax/home-3/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-3/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:39	150055/150055	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:38%20GMT	https://weblearnbd.net/wp/collax/home-4/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-4/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:39	171120/171120	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:38%20GMT	https://weblearnbd.net/wp/collax/home-5/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-5/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:39	9737/9737	---M--	200	added ('OK')	image/jpeg	etag:%222609-63db9aba-621c43ad8298d6ba;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2023/02/insta-1.jpg	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2023/02/insta-1.jpg	(from https://weblearnbd.net/wp/collax/)
13:06:39	12771/12771	---M--	200	added ('OK')	image/jpeg	etag:%2231e3-63db9abb-c93eade01936fd72;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2023/02/insta-2.jpg	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2023/02/insta-2.jpg	(from https://weblearnbd.net/wp/collax/)
13:06:40	133267/133267	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:39%20GMT	https://weblearnbd.net/wp/collax/home-6/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-6/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:40	8941/8941	---M--	200	added ('OK')	image/jpeg	etag:%2222ed-63db9abc-c61fce366558f720;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2023/02/insta-4.jpg	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2023/02/insta-4.jpg	(from https://weblearnbd.net/wp/collax/)
13:06:41	168329/168329	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:40%20GMT	https://weblearnbd.net/wp/collax/home-7/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-7/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:41	163357/163357	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:40%20GMT	https://weblearnbd.net/wp/collax/home-8/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-8/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:41	249/249	---M--	200	added ('OK')	image/png	etag:%22f9-630705df-4095d4ee01d96394;;;%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/hero/shape-1.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/hero/shape-1.png	(from https://weblearnbd.net/wp/collax/)
13:06:41	155528/155528	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:41%20GMT	https://weblearnbd.net/wp/collax/home-9/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/home-9/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:42	72512/72512	---M--	200	added ('OK')	image/png	etag:%2211b40-632e7a5b-571984eca053a318;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2022/09/hero-2.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2022/09/hero-2.png	(from https://weblearnbd.net/wp/collax/)
13:06:43	100276/100276	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:42%20GMT	https://weblearnbd.net/wp/collax/portfolios/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/portfolios/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:43	100098/100098	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:42%20GMT	https://weblearnbd.net/wp/collax/portfolio-filter-1/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/portfolio-filter-1/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:43	88915/88915	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:42%20GMT	https://weblearnbd.net/wp/collax/portfolio-filter-2/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/portfolio-filter-2/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:43	3860/3860	---M--	200	added ('OK')	image/png	etag:%22f14-630705df-22dce3b12de6dc7;;;%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/hero/shape-2.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/hero/shape-2.png	(from https://weblearnbd.net/wp/collax/)
13:06:44	41709/41709	---M--	200	added ('OK')	image/png	etag:%22a2ed-630705df-d9c058cef480825c;;;%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/creative/creative-hand.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/creative/creative-hand.png	(from https://weblearnbd.net/wp/collax/)
13:06:44	84453/84453	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:44%20GMT	https://weblearnbd.net/wp/collax/portfolio-masonry/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/portfolio-masonry/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:44	11421/11421	---M--	200	added ('OK')	image/png	etag:%222c9d-630705df-5fead0c16cb33384;;;%22	https://weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/creative/creative-circle-img.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/themes/collax/assets/img/creative/creative-circle-img.png	(from https://weblearnbd.net/wp/collax/)
13:06:45	88786/88786	---MCZ	200	added ('OK')	text/html	date:Fri,%2031%20Mar%202023%2010:06:44%20GMT	https://weblearnbd.net/wp/collax/portfolio/grow-up-agency-with-powerfull-idea/	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/portfolio/grow-up-agency-with-powerfull-idea/index.html	(from https://weblearnbd.net/wp/collax/)
13:06:45	4484/4484	---M--	200	added ('OK')	image/png	etag:%221184-632e838e-19e02f42cdb4e4a4;;;%22	https://weblearnbd.net/wp/collax/wp-content/uploads/2022/09/brand-1.png	C:/My%20Web%20Sites/article%20template/weblearnbd.net/wp/collax/wp-content/uploads/2022/09/brand-1.png	(from https://weblearnbd.net/wp/collax/)
